id,count
1806,35
1808,79
1810,259
1818,127
1819,402
1820,273
1822,217
1826,222
1827,185
1835,19
1841,113
1842,150
1843,17
1846,44
1849,103
1850,201
1851,194
1857,55
1858,180
1860,97
1861,237
1864,112
1869,282
1871,58
1872,31
1875,18
1878,231
1879,236
1885,91
1888,100
1889,28
1890,94
1896,149
1897,170
1898,140
1900,109
1905,40
1908,116
1909,100
1913,71
1918,111
1922,279
1923,137
1925,241
1926,142
1927,247
1930,140
1935,68
1939,117
1942,95
1943,116
1948,246
1949,235
1951,108
1953,118
1959,129
1963,17
1967,126
1973,242
1975,27
1976,89
1990,115
1993,113
1997,207
1999,133
2001,338
2004,92
2010,96
2013,132
2017,289
2021,113
2023,170
2026,132
2037,32
2039,194
2041,18
2046,31
2050,17
2060,208
2067,104
2069,142
2072,245
2074,151
2079,111
2083,27
2085,198
2087,17
2093,138
2094,31
2097,35
2103,91
2104,51
2107,175
2108,20
2110,80
2115,185
2117,31
2125,279
2127,257
2133,16
2134,397
2135,121
2141,260
2143,32
2145,88
2146,28
2147,296
2148,62
2149,62
2165,120
2166,170
2177,208
