id,count
858,45.81
859,244.31
861,24.01
867,95.55
870,194.98
871,152.97
872,165.01
874,378.8
881,194.1
886,139.41
890,52.26
895,142.17
899,89.05
900,255.67
901,231.56
902,231.69
903,40.73
913,236.11
918,154.29
923,108.54
924,38.86
926,24.52
927,19.86
930,220.16
934,30.66
937,129.48
939,154.32
941,80.2
942,397.05
946,271.78
950,95.29
953,90.45
959,100.57
961,27.24
962,88.07
964,51.94
969,164.95
971,142.64
976,43.29
978,230.27
980,143.56
981,153.6
990,399.57
993,19.14
996,21.08
998,294.47
999,192.61
1006,119.17
1008,13.4
1013,26.23
1015,95.87
1016,117.39
1022,304.55
1026,220.75
1028,244.94
1031,77.55
1034,44.63
1037,174.59
1040,61.62
1042,20.62
1046,18.34
1048,97.68
1049,101.47
1050,66.11
1051,204.68
1052,233.38
1055,222.32
1060,162.74
1064,28.01
1066,60.7
1071,95.34
1073,14.59
1089,178.57
1091,108.89
1092,68.36
1093,227.41
1096,293.01
1097,230.34
1098,20.6
1099,36.2
1102,181.9
1107,102.8
1109,43.05
1111,166.18
1112,115.35
1114,273.21
1116,285.95
1117,107.21
1118,87.09
1122,134.1
1124,205.76
1127,126.33
1133,202.82
1134,38.26
1135,151.98
1139,284.47
1143,52.31
1150,123.28
1151,115.69
1153,256.93
1155,26.93
1162,26.95
1163,198.35
1166,22.78
1171,95.91
1172,13.9
1173,229.19
1174,90.21
1177,107.21
1178,139.33
1184,180.45
1185,113.59
1186,127.73
1187,170.86
1188,263.59
1191,139.89
1207,120.76
1213,47.02
1215,123.48
1223,168.53
1227,118.19
1236,55.49
1237,51.05
1238,19.86
1241,28.02
1248,18.81
1250,41.14
1251,136.49
1253,113.53
1255,96.22
1257,155.59
1261,120.8
1262,356.88
1265,127.67
1273,160.0
1277,236.96
1278,123.18
1280,117.3
1284,229.04
1285,292.57
1288,31.09
1295,109.18
1297,360.19
1299,234.79
1304,140.25
1308,42.66
1310,96.58
1311,127.73
1314,90.17
1315,99.85
1318,34.6
1320,277.38
1321,284.62
1322,232.45
1330,112.1
1333,159.49
1334,220.94
1341,111.46
1344,142.89
1351,230.36
1354,106.34
1356,50.47
1363,117.26
1365,137.88
1369,132.17
1373,117.48
1375,113.6
1377,84.15
1379,131.35
1380,270.96
1381,100.51
1384,199.89
1390,191.64
1393,226.44
1395,47.34
1399,321.44
1400,95.55
1401,189.78
1404,126.61
1408,15.06
1409,28.0
1413,218.11
1416,272.93
1418,96.86
1423,80.2
1424,24.79
1425,14.42
1433,222.48
1434,136.29
1436,341.57
1442,243.88
1444,83.68
1445,123.27
1452,184.49
1455,157.32
1462,69.79
1467,62.36
1472,44.36
1475,228.31
1493,108.66
1501,219.96
1503,290.97
1504,220.87
1505,13.65
1511,199.51
1512,48.37
1513,110.19
1514,33.21
1528,194.6
1533,229.96
1534,28.39
1536,139.15
1537,67.79
1539,259.86
1550,129.65
1552,208.68
1554,147.23
1555,393.41
1556,107.68
1559,35.85
1563,237.39
1566,137.65
1567,137.17
1568,26.38
1571,231.64
1572,18.06
1574,45.05
1577,17.61
1583,55.76
1585,30.74
1586,137.46
1587,242.33
1596,116.06
1602,38.7
1604,73.78
1605,36.05
1610,267.09
1611,92.39
1616,35.78
1617,96.29
1618,15.4
1622,42.65
1623,33.3
1628,272.93
1631,13.39
1632,214.5
1633,233.28
1634,288.6
1636,248.8
1637,105.79
1643,147.99
1644,97.51
1646,86.4
1648,212.09
1651,33.55
1656,18.92
1658,125.84
1659,18.27
1665,181.97
1666,140.73
1670,41.36
1674,126.62
1679,198.19
1680,228.52
1683,341.28
1686,24.46
1691,93.37
1693,36.63
1696,39.54
1697,92.64
1703,100.76
1706,24.25
1709,180.88
1710,87.33
1712,176.35
1713,127.1
1718,351.27
1719,212.01
1722,255.47
1723,116.85
1724,266.9
1728,58.68
1730,27.25
1732,26.49
1737,39.26
1745,90.97
1747,14.24
1748,15.5
1755,111.31
1759,15.62
1761,263.67
1764,218.2
1765,140.87
1766,92.09
1768,106.71
1770,29.41
1771,134.35
1774,90.83
1785,161.56
1788,201.21
1792,13.88
1794,224.19
1797,141.02
1798,14.55
1799,261.63
1802,98.6
1806,39.05
1808,72.55
1810,269.36
1818,140.4
1819,404.75
1820,271.66
1822,241.95
1826,243.94
1827,142.6
1835,19.22
1841,107.75
1842,148.34
1843,16.38
1846,44.46
1849,105.3
1850,177.71
1851,230.39
1857,49.08
1858,177.75
1860,95.1
1861,233.33
1864,123.49
1869,296.48
1871,70.57
1872,33.95
1875,15.92
1878,206.44
1879,238.46
1885,89.74
1888,89.27
1889,27.96
1890,95.71
1896,143.41
1897,164.91
1898,127.17
1900,101.54
1905,41.04
1908,129.53
1909,96.76
1913,67.33
1918,107.77
1922,271.99
1923,120.04
1925,284.83
1926,136.74
1927,280.58
1930,138.96
1935,63.71
1939,110.56
1942,95.49
1943,109.86
1948,247.02
1949,266.61
1951,101.97
1953,113.88
1959,129.84
1963,17.27
1967,123.78
1973,253.5
1975,24.93
1976,87.08
1990,111.28
1993,115.68
1997,212.68
1999,122.81
2001,319.63
2004,91.87
2010,96.44
2013,119.29
2017,280.43
2021,142.74
2023,165.81
2026,133.16
2037,34.94
2039,226.91
2041,16.38
2046,29.77
2050,15.6
2060,225.95
2067,99.44
2069,141.81
2072,240.41
2074,155.98
2079,108.04
2083,25.99
2085,213.47
2087,15.26
2093,138.26
2094,32.75
2097,41.08
2103,94.97
2104,49.6
2107,173.15
2108,18.66
2110,72.81
2115,159.68
2117,27.71
2125,290.89
2127,248.09
2133,14.26
2134,393.35
2135,128.09
2141,255.94
2143,33.38
2145,86.9
2146,29.14
2147,295.83
2148,60.9
2149,67.27
2165,121.15
2166,185.32
2177,213.44
